simulation_id,building_id,epw,apartment_count,average_apt_area,levels_count,footprint_size,address
11,938,https://energyplus-weather.s3.amazonaws.com/africa_wmo_region_1/MAR/MAR_Casablanca.Nouasser.601560_IWEC/MAR_Casablanca.Nouasser.601560_IWEC.zip,18,89.69900783457065,6,247.5888962677688,82 Boulevard Al Massira Al Khadra
12,483,https://energyplus-weather.s3.amazonaws.com/southwest_pacific_wmo_region_5/SGP/SGP_Singapore.486980_IWEC/SGP_Singapore.486980_IWEC.zip,7,100.35253780973392,3,234.15592155604585,210 Lorong 8 Toa Payoh
13,484,https://energyplus-weather.s3.amazonaws.com/southwest_pacific_wmo_region_5/SGP/SGP_Singapore.486980_IWEC/SGP_Singapore.486980_IWEC.zip,7,102.48512717125915,3,239.1319633996046,210 Lorong 8 Toa Payoh
14,463,https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/SAU/SAU_Riyadh.404380_IWEC/SAU_Riyadh.404380_IWEC.zip,13,109.26345600965281,3,473.4749760418281,7230 Al Nashra
15,16560,https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/SAU/SAU_Riyadh.404380_IWEC/SAU_Riyadh.404380_IWEC.zip,21,93.11143421339914,7,280.3184405692328,7230 Al Nashra
16,16581,https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/SAU/SAU_Riyadh.404380_IWEC/SAU_Riyadh.404380_IWEC.zip,21,95.57078325901753,7,279.2613962827883,7230 Al Nashra
17,16595,https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/SAU/SAU_Riyadh.404380_IWEC/SAU_Riyadh.404380_IWEC.zip,21,93.4815072927048,7,279.21012069228993,7230 Al Nashra
18,16611,https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/THA/THA_Bangkok.484560_IWEC/THA_Bangkok.484560_IWEC.zip,19,90.8140571578126,6,287.5778476664063,99 Lat Phrao Rd
19,2123,https://energyplus-weather.s3.amazonaws.com/africa_wmo_region_1/MAR/MAR_Casablanca.Nouasser.601560_IWEC/MAR_Casablanca.Nouasser.601560_IWEC.zip,16,55.585401026920856,4,223.7683800627783,82 Boulevard Al Massira Al Khadra
20,16130,https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/THA/THA_Bangkok.484560_IWEC/THA_Bangkok.484560_IWEC.zip,12,99.06562720526932,4,312.92535371603424,99 Lat Phrao Rd
21,16136,https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/THA/THA_Bangkok.484560_IWEC/THA_Bangkok.484560_IWEC.zip,12,98.7306492692857,4,304.2721053933317,99 Lat Phrao Rd
22,16140,https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/THA/THA_Bangkok.484560_IWEC/THA_Bangkok.484560_IWEC.zip,12,98.65394846760132,4,306.26004802580695,99 Lat Phrao Rd
23,16149,https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/THA/THA_Bangkok.484560_IWEC/THA_Bangkok.484560_IWEC.zip,12,98.45814803524267,4,306.1769580330864,99 Lat Phrao Rd
24,14870,https://energyplus-weather.s3.amazonaws.com/africa_wmo_region_1/MAR/MAR_Casablanca.Nouasser.601560_IWEC/MAR_Casablanca.Nouasser.601560_IWEC.zip,3,163.67458453039507,2,276.94822933752835,82 Boulevard Al Massira Al Khadra
25,115,https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/SAU/SAU_Riyadh.404380_IWEC/SAU_Riyadh.404380_IWEC.zip,12,110.69704336693637,3,489.9920627799696,7230 Al Nashra
26,2912,https://energyplus-weather.s3.amazonaws.com/europe_wmo_region_6/AUT/AUT_Vienna.Schwechat.110360_IWEC/AUT_Vienna.Schwechat.110360_IWEC.zip,27,123.17991405860701,6,619.5573659254632,Laxenburger Str. 2
27,2190,https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/THA/THA_Bangkok.484560_IWEC/THA_Bangkok.484560_IWEC.zip,13,96.39488989750855,4,313.2833921669031,99 Lat Phrao Rd
28,2189,https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/THA/THA_Bangkok.484560_IWEC/THA_Bangkok.484560_IWEC.zip,13,95.84563126561359,4,311.4983016132437,99 Lat Phrao Rd
29,2187,https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/THA/THA_Bangkok.484560_IWEC/THA_Bangkok.484560_IWEC.zip,13,95.77456144430077,4,311.2673246939774,99 Lat Phrao Rd
30,2188,https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/THA/THA_Bangkok.484560_IWEC/THA_Bangkok.484560_IWEC.zip,13,95.89238523208496,4,311.65025200427607,99 Lat Phrao Rd
31,15885,https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/THA/THA_Bangkok.484560_IWEC/THA_Bangkok.484560_IWEC.zip,4,191.03923197999006,4,233.31092501525228,99 Lat Phrao Rd
32,15906,https://energyplus-weather.s3.amazonaws.com/southwest_pacific_wmo_region_5/SGP/SGP_Singapore.486980_IWEC/SGP_Singapore.486980_IWEC.zip,4,102.34033927012393,3,134.7986501555251,210 Lorong 8 Toa Payoh
33,15915,https://energyplus-weather.s3.amazonaws.com/africa_wmo_region_1/MAR/MAR_Casablanca.Nouasser.601560_IWEC/MAR_Casablanca.Nouasser.601560_IWEC.zip,3,143.726126918947,4,96.76034649805966,82 Boulevard Al Massira Al Khadra
34,15026,https://energyplus-weather.s3.amazonaws.com/europe_wmo_region_6/ISL/ISL_Reykjavik.040300_IWEC/ISL_Reykjavik.040300_IWEC.zip,3,161.93378954956376,4,131.20832226873333,Melhagi 24
35,14793,https://energyplus-weather.s3.amazonaws.com/europe_wmo_region_6/PRT/PRT_Porto.085450_IWEC/PRT_Porto.085450_IWEC.zip,16,111.36003737681905,3,596.9703593325486,Avenida da Boavista 1150
36,14796,https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/SAU/SAU_Riyadh.404380_IWEC/SAU_Riyadh.404380_IWEC.zip,16,112.15289566475909,3,600.8643008833222,7230 Al Nashra
37,2790,https://energyplus-weather.s3.amazonaws.com/africa_wmo_region_1/MAR/MAR_Casablanca.Nouasser.601560_IWEC/MAR_Casablanca.Nouasser.601560_IWEC.zip,15,127.4701327208717,7,251.20785622339028,82 Boulevard Al Massira Al Khadra
38,1471,https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/SAU/SAU_Riyadh.404380_IWEC/SAU_Riyadh.404380_IWEC.zip,36,96.79759338001524,7,497.7091849334861,7230 Al Nashra
39,1475,https://energyplus-weather.s3.amazonaws.com/africa_wmo_region_1/MAR/MAR_Casablanca.Nouasser.601560_IWEC/MAR_Casablanca.Nouasser.601560_IWEC.zip,15,131.87708181547669,7,292.1515880367977,82 Boulevard Al Massira Al Khadra
40,330,https://energyplus-weather.s3.amazonaws.com/europe_wmo_region_6/AUT/AUT_Vienna.Schwechat.110360_IWEC/AUT_Vienna.Schwechat.110360_IWEC.zip,31,137.61355227245332,5,797.0745011045601,Laxenburger Str. 2
41,2980,https://energyplus-weather.s3.amazonaws.com/southwest_pacific_wmo_region_5/SGP/SGP_Singapore.486980_IWEC/SGP_Singapore.486980_IWEC.zip,2,63.88236239549494,1,127.76472479098987,210 Lorong 8 Toa Payoh
42,15018,https://energyplus-weather.s3.amazonaws.com/europe_wmo_region_6/ISL/ISL_Reykjavik.040300_IWEC/ISL_Reykjavik.040300_IWEC.zip,4,292.3363747051726,4,392.03509885272456,Melhagi 24
43,15837,https://energyplus-weather.s3.amazonaws.com/europe_wmo_region_6/PRT/PRT_Porto.085450_IWEC/PRT_Porto.085450_IWEC.zip,29,115.56922538466156,7,442.3989517198303,Avenida da Boavista 1150
44,15110,https://energyplus-weather.s3.amazonaws.com/southwest_pacific_wmo_region_5/SGP/SGP_Singapore.486980_IWEC/SGP_Singapore.486980_IWEC.zip,4,216.15049364601776,3,100.36826418588029,210 Lorong 8 Toa Payoh
45,5093,https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/THA/THA_Bangkok.484560_IWEC/THA_Bangkok.484560_IWEC.zip,16,136.10482986821881,5,412.059079019493,99 Lat Phrao Rd
46,5097,https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/IND/IND_Mumbai.430030_IWEC/IND_Mumbai.430030_IWEC.zip,40,175.48219471023648,4,1984.17676707456,Mahakali Caves Rd
47,15745,https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/SAU/SAU_Riyadh.404380_IWEC/SAU_Riyadh.404380_IWEC.zip,32,164.44749818147469,8,639.6414239319552,7230 Al Nashra
48,16272,https://energyplus-weather.s3.amazonaws.com/africa_wmo_region_1/MAR/MAR_Casablanca.Nouasser.601560_IWEC/MAR_Casablanca.Nouasser.601560_IWEC.zip,11,135.49997857520103,5,298.4583323191514,82 Boulevard Al Massira Al Khadra
49,16275,https://energyplus-weather.s3.amazonaws.com/africa_wmo_region_1/MAR/MAR_Casablanca.Nouasser.601560_IWEC/MAR_Casablanca.Nouasser.601560_IWEC.zip,11,133.7141990000669,5,294.7422170319578,82 Boulevard Al Massira Al Khadra
50,16281,https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/THA/THA_Bangkok.484560_IWEC/THA_Bangkok.484560_IWEC.zip,16,127.48989815830026,5,407.5599400972608,99 Lat Phrao Rd
51,16286,https://energyplus-weather.s3.amazonaws.com/africa_wmo_region_1/MAR/MAR_Casablanca.Nouasser.601560_IWEC/MAR_Casablanca.Nouasser.601560_IWEC.zip,21,122.4789667562881,5,485.6831801330845,82 Boulevard Al Massira Al Khadra
52,16292,https://energyplus-weather.s3.amazonaws.com/africa_wmo_region_1/MAR/MAR_Casablanca.Nouasser.601560_IWEC/MAR_Casablanca.Nouasser.601560_IWEC.zip,11,133.2969947333224,5,294.51931617150547,82 Boulevard Al Massira Al Khadra
53,16300,https://energyplus-weather.s3.amazonaws.com/africa_wmo_region_1/MAR/MAR_Casablanca.Nouasser.601560_IWEC/MAR_Casablanca.Nouasser.601560_IWEC.zip,11,148.7873930537112,5,275.0302076435073,82 Boulevard Al Massira Al Khadra
54,2244,https://energyplus-weather.s3.amazonaws.com/europe_wmo_region_6/AUT/AUT_Vienna.Schwechat.110360_IWEC/AUT_Vienna.Schwechat.110360_IWEC.zip,17,97.83554644713819,5,344.8660164723897,Laxenburger Str. 2
55,2979,https://energyplus-weather.s3.amazonaws.com/southwest_pacific_wmo_region_5/SGP/SGP_Singapore.486980_IWEC/SGP_Singapore.486980_IWEC.zip,2,108.21892071011894,2,176.39604799618098,210 Lorong 8 Toa Payoh
56,16088,https://energyplus-weather.s3.amazonaws.com/europe_wmo_region_6/AUT/AUT_Vienna.Schwechat.110360_IWEC/AUT_Vienna.Schwechat.110360_IWEC.zip,10,108.23904547119233,3,378.2855057970826,Laxenburger Str. 2
57,16107,https://energyplus-weather.s3.amazonaws.com/africa_wmo_region_1/MAR/MAR_Casablanca.Nouasser.601560_IWEC/MAR_Casablanca.Nouasser.601560_IWEC.zip,10,94.76487541780234,3,320.27693311468107,82 Boulevard Al Massira Al Khadra
58,2089,https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/IND/IND_Mumbai.430030_IWEC/IND_Mumbai.430030_IWEC.zip,45,142.00561238824972,6,504.01339885855197,Mahakali Caves Rd
59,15939,https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/THA/THA_Bangkok.484560_IWEC/THA_Bangkok.484560_IWEC.zip,11,96.94050967615932,5,216.66211673348857,99 Lat Phrao Rd
60,15949,https://energyplus-weather.s3.amazonaws.com/africa_wmo_region_1/MAR/MAR_Casablanca.Nouasser.601560_IWEC/MAR_Casablanca.Nouasser.601560_IWEC.zip,11,113.59781247389395,5,252.41628037731033,82 Boulevard Al Massira Al Khadra
61,15966,https://energyplus-weather.s3.amazonaws.com/africa_wmo_region_1/MAR/MAR_Casablanca.Nouasser.601560_IWEC/MAR_Casablanca.Nouasser.601560_IWEC.zip,11,110.5704805345831,5,245.36735603419635,82 Boulevard Al Massira Al Khadra
62,15978,https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/THA/THA_Bangkok.484560_IWEC/THA_Bangkok.484560_IWEC.zip,11,96.37399082089831,5,211.76266459803588,99 Lat Phrao Rd
63,15364,https://energyplus-weather.s3.amazonaws.com/africa_wmo_region_1/MAR/MAR_Casablanca.Nouasser.601560_IWEC/MAR_Casablanca.Nouasser.601560_IWEC.zip,17,87.52602033077422,4,372.1684013492538,82 Boulevard Al Massira Al Khadra
64,386,https://energyplus-weather.s3.amazonaws.com/africa_wmo_region_1/MAR/MAR_Casablanca.Nouasser.601560_IWEC/MAR_Casablanca.Nouasser.601560_IWEC.zip,6,80.04102694897689,4,135.80592413456975,82 Boulevard Al Massira Al Khadra
65,17092,https://energyplus-weather.s3.amazonaws.com/africa_wmo_region_1/MAR/MAR_Casablanca.Nouasser.601560_IWEC/MAR_Casablanca.Nouasser.601560_IWEC.zip,8,115.49893280802738,4,257.4770959521745,82 Boulevard Al Massira Al Khadra
66,17095,https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/THA/THA_Bangkok.484560_IWEC/THA_Bangkok.484560_IWEC.zip,8,121.02574817679528,4,259.8626527107677,99 Lat Phrao Rd
67,17097,https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/THA/THA_Bangkok.484560_IWEC/THA_Bangkok.484560_IWEC.zip,8,122.05502088514386,4,262.563812452552,99 Lat Phrao Rd
68,17101,https://energyplus-weather.s3.amazonaws.com/southwest_pacific_wmo_region_5/SGP/SGP_Singapore.486980_IWEC/SGP_Singapore.486980_IWEC.zip,8,117.20393223909745,4,251.82183522502075,210 Lorong 8 Toa Payoh
69,17105,https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/THA/THA_Bangkok.484560_IWEC/THA_Bangkok.484560_IWEC.zip,8,123.17023983604051,4,265.45026476980155,99 Lat Phrao Rd
70,17108,https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/THA/THA_Bangkok.484560_IWEC/THA_Bangkok.484560_IWEC.zip,8,124.18793116123267,4,270.8212460923185,99 Lat Phrao Rd
71,17111,https://energyplus-weather.s3.amazonaws.com/southwest_pacific_wmo_region_5/SGP/SGP_Singapore.486980_IWEC/SGP_Singapore.486980_IWEC.zip,8,115.07956145118307,4,250.56173449463014,210 Lorong 8 Toa Payoh
72,17115,https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/THA/THA_Bangkok.484560_IWEC/THA_Bangkok.484560_IWEC.zip,8,121.93833031677963,4,264.073790544493,99 Lat Phrao Rd
73,17118,https://energyplus-weather.s3.amazonaws.com/africa_wmo_region_1/MAR/MAR_Casablanca.Nouasser.601560_IWEC/MAR_Casablanca.Nouasser.601560_IWEC.zip,8,118.79597610643458,4,265.0099648504616,82 Boulevard Al Massira Al Khadra
74,600,https://energyplus-weather.s3.amazonaws.com/europe_wmo_region_6/AUT/AUT_Vienna.Schwechat.110360_IWEC/AUT_Vienna.Schwechat.110360_IWEC.zip,22,159.0427783928035,9,396.5766697351634,Laxenburger Str. 2
75,607,https://energyplus-weather.s3.amazonaws.com/africa_wmo_region_1/MAR/MAR_Casablanca.Nouasser.601560_IWEC/MAR_Casablanca.Nouasser.601560_IWEC.zip,7,147.46517616270123,5,35.92840696922051,82 Boulevard Al Massira Al Khadra
76,601,https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/SAU/SAU_Riyadh.404380_IWEC/SAU_Riyadh.404380_IWEC.zip,22,160.15050327109546,9,401.1123489638875,7230 Al Nashra
77,604,https://energyplus-weather.s3.amazonaws.com/africa_wmo_region_1/MAR/MAR_Casablanca.Nouasser.601560_IWEC/MAR_Casablanca.Nouasser.601560_IWEC.zip,7,146.49838679631398,5,37.87022971934204,82 Boulevard Al Massira Al Khadra
78,603,https://energyplus-weather.s3.amazonaws.com/africa_wmo_region_1/MAR/MAR_Casablanca.Nouasser.601560_IWEC/MAR_Casablanca.Nouasser.601560_IWEC.zip,8,128.513886361549,5,35.54478763098464,82 Boulevard Al Massira Al Khadra
79,605,https://energyplus-weather.s3.amazonaws.com/africa_wmo_region_1/MAR/MAR_Casablanca.Nouasser.601560_IWEC/MAR_Casablanca.Nouasser.601560_IWEC.zip,7,145.65716726665545,5,34.822327601131555,82 Boulevard Al Massira Al Khadra
80,602,https://energyplus-weather.s3.amazonaws.com/africa_wmo_region_1/MAR/MAR_Casablanca.Nouasser.601560_IWEC/MAR_Casablanca.Nouasser.601560_IWEC.zip,7,147.61224113107488,5,37.60315239180948,82 Boulevard Al Massira Al Khadra
81,606,https://energyplus-weather.s3.amazonaws.com/africa_wmo_region_1/MAR/MAR_Casablanca.Nouasser.601560_IWEC/MAR_Casablanca.Nouasser.601560_IWEC.zip,8,127.3775461415288,5,40.01705891661121,82 Boulevard Al Massira Al Khadra
82,433,https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/THA/THA_Bangkok.484560_IWEC/THA_Bangkok.484560_IWEC.zip,22,81.35388443267914,7,240.09209035694028,99 Lat Phrao Rd
83,16309,https://energyplus-weather.s3.amazonaws.com/africa_wmo_region_1/MAR/MAR_Casablanca.Nouasser.601560_IWEC/MAR_Casablanca.Nouasser.601560_IWEC.zip,15,63.74281512529472,5,188.05200580982984,82 Boulevard Al Massira Al Khadra
84,16312,https://energyplus-weather.s3.amazonaws.com/africa_wmo_region_1/MAR/MAR_Casablanca.Nouasser.601560_IWEC/MAR_Casablanca.Nouasser.601560_IWEC.zip,11,84.47365351386374,5,186.6238184567177,82 Boulevard Al Massira Al Khadra
85,16314,https://energyplus-weather.s3.amazonaws.com/africa_wmo_region_1/MAR/MAR_Casablanca.Nouasser.601560_IWEC/MAR_Casablanca.Nouasser.601560_IWEC.zip,11,88.4011138296957,5,193.6705147421598,82 Boulevard Al Massira Al Khadra
86,16322,https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/SAU/SAU_Riyadh.404380_IWEC/SAU_Riyadh.404380_IWEC.zip,6,96.35237964241854,5,116.23547450587868,7230 Al Nashra
87,16330,https://energyplus-weather.s3.amazonaws.com/africa_wmo_region_1/MAR/MAR_Casablanca.Nouasser.601560_IWEC/MAR_Casablanca.Nouasser.601560_IWEC.zip,11,89.34640022022946,5,195.25428955833098,82 Boulevard Al Massira Al Khadra
88,16336,https://energyplus-weather.s3.amazonaws.com/europe_wmo_region_6/AUT/AUT_Vienna.Schwechat.110360_IWEC/AUT_Vienna.Schwechat.110360_IWEC.zip,6,79.47941678727238,5,96.7169300031195,Laxenburger Str. 2
89,621,https://energyplus-weather.s3.amazonaws.com/europe_wmo_region_6/ISL/ISL_Reykjavik.040300_IWEC/ISL_Reykjavik.040300_IWEC.zip,7,92.60681710329143,3,216.0825732410133,Melhagi 24
90,620,https://energyplus-weather.s3.amazonaws.com/africa_wmo_region_1/MAR/MAR_Casablanca.Nouasser.601560_IWEC/MAR_Casablanca.Nouasser.601560_IWEC.zip,7,89.18921669027954,3,208.10817227731894,82 Boulevard Al Massira Al Khadra
91,616,https://energyplus-weather.s3.amazonaws.com/southwest_pacific_wmo_region_5/SGP/SGP_Singapore.486980_IWEC/SGP_Singapore.486980_IWEC.zip,9,101.73127133610757,4,228.89536050624258,210 Lorong 8 Toa Payoh
92,618,https://energyplus-weather.s3.amazonaws.com/southwest_pacific_wmo_region_5/SGP/SGP_Singapore.486980_IWEC/SGP_Singapore.486980_IWEC.zip,8,99.2826969506093,4,198.56539390121844,210 Lorong 8 Toa Payoh
93,617,https://energyplus-weather.s3.amazonaws.com/southwest_pacific_wmo_region_5/SGP/SGP_Singapore.486980_IWEC/SGP_Singapore.486980_IWEC.zip,9,102.06275390159638,4,229.6411962785918,210 Lorong 8 Toa Payoh
94,619,https://energyplus-weather.s3.amazonaws.com/southwest_pacific_wmo_region_5/SGP/SGP_Singapore.486980_IWEC/SGP_Singapore.486980_IWEC.zip,9,91.09672648521695,4,204.96763459173818,210 Lorong 8 Toa Payoh
95,622,https://energyplus-weather.s3.amazonaws.com/europe_wmo_region_6/AUT/AUT_Vienna.Schwechat.110360_IWEC/AUT_Vienna.Schwechat.110360_IWEC.zip,45,103.75283365455721,11,424.44341040500683,Laxenburger Str. 2
96,2251,https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/SAU/SAU_Riyadh.404380_IWEC/SAU_Riyadh.404380_IWEC.zip,25,86.1363544462753,3,717.8029537189602,7230 Al Nashra
97,2252,https://energyplus-weather.s3.amazonaws.com/africa_wmo_region_1/MAR/MAR_Casablanca.Nouasser.601560_IWEC/MAR_Casablanca.Nouasser.601560_IWEC.zip,16,84.06766498322547,3,448.360879910536,82 Boulevard Al Massira Al Khadra
98,721,https://energyplus-weather.s3.amazonaws.com/southwest_pacific_wmo_region_5/SGP/SGP_Singapore.486980_IWEC/SGP_Singapore.486980_IWEC.zip,9,99.29375775629586,4,223.41095495166556,210 Lorong 8 Toa Payoh
99,722,https://energyplus-weather.s3.amazonaws.com/africa_wmo_region_1/MAR/MAR_Casablanca.Nouasser.601560_IWEC/MAR_Casablanca.Nouasser.601560_IWEC.zip,13,68.91413594819798,4,223.97094183164344,82 Boulevard Al Massira Al Khadra
100,730,https://energyplus-weather.s3.amazonaws.com/africa_wmo_region_1/MAR/MAR_Casablanca.Nouasser.601560_IWEC/MAR_Casablanca.Nouasser.601560_IWEC.zip,34,115.89422799827345,11,347.54792828048994,82 Boulevard Al Massira Al Khadra
101,732,https://energyplus-weather.s3.amazonaws.com/africa_wmo_region_1/MAR/MAR_Casablanca.Nouasser.601560_IWEC/MAR_Casablanca.Nouasser.601560_IWEC.zip,34,114.31058808703801,11,350.4117261219198,82 Boulevard Al Massira Al Khadra
102,731,https://energyplus-weather.s3.amazonaws.com/africa_wmo_region_1/MAR/MAR_Casablanca.Nouasser.601560_IWEC/MAR_Casablanca.Nouasser.601560_IWEC.zip,34,113.76676807142721,11,356.1313188436776,82 Boulevard Al Massira Al Khadra
103,16689,https://energyplus-weather.s3.amazonaws.com/africa_wmo_region_1/MAR/MAR_Casablanca.Nouasser.601560_IWEC/MAR_Casablanca.Nouasser.601560_IWEC.zip,10,121.07915729134477,5,238.5151875313674,82 Boulevard Al Massira Al Khadra
104,16696,https://energyplus-weather.s3.amazonaws.com/africa_wmo_region_1/MAR/MAR_Casablanca.Nouasser.601560_IWEC/MAR_Casablanca.Nouasser.601560_IWEC.zip,10,121.59495408356561,5,270.2240057023734,82 Boulevard Al Massira Al Khadra
105,16701,https://energyplus-weather.s3.amazonaws.com/africa_wmo_region_1/MAR/MAR_Casablanca.Nouasser.601560_IWEC/MAR_Casablanca.Nouasser.601560_IWEC.zip,10,119.37533705159476,5,234.03883382171028,82 Boulevard Al Massira Al Khadra
106,16709,https://energyplus-weather.s3.amazonaws.com/africa_wmo_region_1/MAR/MAR_Casablanca.Nouasser.601560_IWEC/MAR_Casablanca.Nouasser.601560_IWEC.zip,10,116.80852388722774,5,227.11227273944866,82 Boulevard Al Massira Al Khadra
107,16718,https://energyplus-weather.s3.amazonaws.com/africa_wmo_region_1/MAR/MAR_Casablanca.Nouasser.601560_IWEC/MAR_Casablanca.Nouasser.601560_IWEC.zip,10,117.20943381626776,5,230.7411149024584,82 Boulevard Al Massira Al Khadra
108,16723,https://energyplus-weather.s3.amazonaws.com/africa_wmo_region_1/MAR/MAR_Casablanca.Nouasser.601560_IWEC/MAR_Casablanca.Nouasser.601560_IWEC.zip,10,117.08357750446532,5,230.61393073669157,82 Boulevard Al Massira Al Khadra
109,16731,https://energyplus-weather.s3.amazonaws.com/africa_wmo_region_1/MAR/MAR_Casablanca.Nouasser.601560_IWEC/MAR_Casablanca.Nouasser.601560_IWEC.zip,10,118.8326868774835,5,233.5226298393719,82 Boulevard Al Massira Al Khadra
110,16738,https://energyplus-weather.s3.amazonaws.com/africa_wmo_region_1/MAR/MAR_Casablanca.Nouasser.601560_IWEC/MAR_Casablanca.Nouasser.601560_IWEC.zip,10,118.08028823841468,5,230.86800021063434,82 Boulevard Al Massira Al Khadra
111,18613,https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/THA/THA_Bangkok.484560_IWEC/THA_Bangkok.484560_IWEC.zip,53,185.2497489221848,9,13.07519350184368,99 Lat Phrao Rd
112,6413,https://energyplus-weather.s3.amazonaws.com/asia_wmo_region_2/THA/THA_Bangkok.484560_IWEC/THA_Bangkok.484560_IWEC.zip,4,57.85500962197373,4,70.65752589726348,99 Lat Phrao Rd
113,6420,https://energyplus-weather.s3.amazonaws.com/africa_wmo_region_1/MAR/MAR_Casablanca.Nouasser.601560_IWEC/MAR_Casablanca.Nouasser.601560_IWEC.zip,1,316.33845525596416,4,138.5123682083385,82 Boulevard Al Massira Al Khadra
114,6426,https://energyplus-weather.s3.amazonaws.com/southwest_pacific_wmo_region_5/SGP/SGP_Singapore.486980_IWEC/SGP_Singapore.486980_IWEC.zip,2,105.33104936617433,4,97.48106349769212,210 Lorong 8 Toa Payoh
